,Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,complaintfiled,complaintyears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Over18_Y,complaintresolved_N,complaintresolved_Y,Left
499,21,Male,low,Sales,1,1,Travel_Rarely,7,40,2,0,,13,2,1,1,1,1,0,0,1
500,38,Male,medium,Research & Development,3,1,Travel_Rarely,29,40,4,1,0.0,18,4,9,7,1,1,0,1,0
501,31,Male,medium,Sales,4,0,Travel_Rarely,2,40,4,1,2.0,13,2,10,6,0,1,0,1,0
502,40,Male,medium,Research & Development,1,0,Travel_Rarely,2,40,4,0,,13,2,9,9,8,1,0,0,0
503,29,Male,low,Sales,1,0,Travel_Rarely,10,40,3,0,,11,1,1,1,0,1,0,0,0
504,53,Female,high,Research & Development,4,0,Travel_Rarely,5,40,3,0,,11,1,26,14,4,1,0,0,0
505,39,Female,medium,Research & Development,0,0,Travel_Frequently,4,40,3,0,,13,2,10,9,3,1,0,0,0
506,42,Male,high,Research & Development,0,0,Non-Travel,2,40,3,0,,13,2,21,20,2,1,0,0,0
507,27,Male,low,Research & Development,1,1,Travel_Rarely,14,40,1,0,,14,2,9,9,6,1,0,0,0
508,49,Female,high,Research & Development,7,1,Travel_Rarely,1,40,3,0,,12,2,25,7,0,1,0,0,0
509,53,Female,high,Sales,2,0,Travel_Rarely,2,40,4,0,,16,4,31,25,3,1,0,0,0
510,33,Male,medium,Sales,3,0,Travel_Frequently,10,40,4,0,,14,3,9,7,0,1,0,0,0
511,40,Male,medium,Sales,2,0,Travel_Rarely,1,40,4,1,1.0,22,5,6,4,0,1,0,1,0
512,20,Male,low,Research & Development,1,0,Travel_Rarely,4,40,1,0,,19,5,1,1,0,1,0,0,1
513,57,Male,high,Research & Development,3,0,Travel_Rarely,24,40,4,0,,16,4,12,5,1,1,0,0,0
514,34,Female,medium,Research & Development,1,0,Travel_Rarely,2,40,1,0,,11,1,6,6,1,1,0,0,0
515,37,Female,medium,Research & Development,5,1,Travel_Rarely,11,40,2,1,0.0,15,3,15,1,0,1,0,1,1
516,27,Female,medium,Research & Development,0,1,Travel_Frequently,15,40,1,1,0.0,19,4,8,7,7,1,0,1,0
517,39,Male,medium,Research & Development,4,1,Travel_Rarely,12,40,2,1,1.0,21,5,7,5,1,1,0,1,0
518,28,Male,low,Research & Development,1,0,Travel_Rarely,9,40,4,0,,23,5,5,5,0,1,0,0,0
519,33,Male,low,Research & Development,1,0,Travel_Frequently,3,40,1,1,3.0,11,1,10,10,9,1,1,0,1
520,39,Male,medium,Research & Development,1,0,Non-Travel,1,40,4,0,,15,3,9,9,5,1,0,0,0
521,40,Female,low,Research & Development,4,0,Travel_Rarely,2,40,1,0,,17,4,7,4,0,1,0,0,0
522,59,Female,high,Research & Development,3,0,Travel_Rarely,2,40,4,0,,13,2,30,5,4,1,0,0,0
523,44,Male,high,Research & Development,4,1,Travel_Rarely,3,40,4,0,,12,1,26,2,0,1,0,0,0
524,36,Male,medium,Research & Development,2,0,Non-Travel,18,40,4,0,,20,5,18,11,0,1,0,0,0
525,24,Male,low,Human Resources,0,1,Travel_Frequently,10,40,4,0,,14,3,3,2,2,1,0,0,0
526,22,Female,medium,Research & Development,0,0,Travel_Rarely,3,40,3,0,,19,4,4,3,0,1,0,0,1
527,36,Male,medium,Research & Development,0,1,Travel_Rarely,14,40,4,0,,17,4,17,16,4,1,0,0,0
528,41,Female,medium,Research & Development,6,0,Travel_Rarely,7,40,3,0,,14,3,8,2,2,1,0,0,0
529,41,Female,high,Sales,3,1,Travel_Rarely,6,40,4,0,,18,4,16,1,0,1,0,0,0
530,27,Male,low,Research & Development,2,1,Travel_Frequently,2,40,4,0,,13,2,6,4,1,1,0,0,0
531,45,Male,medium,Research & Development,4,1,Travel_Frequently,7,40,3,0,,17,4,9,3,0,1,0,0,0
532,34,Female,medium,Sales,5,0,Travel_Rarely,3,40,4,0,,12,2,6,2,2,1,0,0,0
533,49,Male,medium,Research & Development,1,1,Travel_Frequently,8,40,2,0,,23,5,10,10,1,1,0,0,0
534,29,Female,low,Sales,1,0,Travel_Frequently,20,40,4,0,,15,3,3,3,0,1,0,0,0
535,29,Female,high,Research & Development,3,1,Travel_Rarely,8,40,1,0,,13,2,9,7,0,1,0,0,0
536,37,Male,low,Human Resources,4,1,Travel_Rarely,6,40,1,0,,22,5,7,3,0,1,0,0,1
537,28,Male,medium,Sales,1,0,Travel_Rarely,5,40,4,0,,14,2,4,4,0,1,0,0,0
538,38,Male,low,Research & Development,6,1,Travel_Rarely,2,40,3,0,,13,2,6,1,0,1,0,0,0
539,36,Female,medium,Research & Development,9,0,Travel_Rarely,2,40,2,0,,11,1,18,16,5,1,0,0,0
540,33,Female,low,Research & Development,1,0,Travel_Rarely,5,40,4,0,,13,2,2,2,0,1,0,0,0
541,46,Female,medium,Research & Development,2,1,Non-Travel,7,40,3,1,0.0,14,3,7,1,0,1,0,1,0
542,40,Male,low,Research & Development,2,1,Travel_Rarely,2,40,3,0,,14,3,8,2,2,1,0,0,0
543,38,Male,medium,Research & Development,9,0,Travel_Rarely,2,40,3,0,,14,3,14,1,0,1,0,0,0
544,30,Male,medium,Research & Development,1,1,Travel_Rarely,2,40,4,0,,19,5,11,11,10,1,0,0,0
545,47,Female,medium,Sales,1,0,Travel_Rarely,4,40,4,1,3.0,17,4,9,9,0,1,1,0,0
546,36,Female,low,Research & Development,4,0,Travel_Rarely,2,40,3,0,,13,2,6,2,2,1,0,0,0
547,36,Male,high,Sales,1,1,Travel_Rarely,3,40,4,0,,11,1,16,16,3,1,0,0,1
548,34,Female,high,Research & Development,0,1,Travel_Rarely,7,40,2,0,,11,1,13,12,2,1,0,0,0
549,32,Female,medium,Research & Development,5,0,Non-Travel,15,40,4,0,,18,4,9,5,1,1,0,0,0
550,32,Female,low,Research & Development,6,0,Non-Travel,1,40,2,0,,20,5,5,3,0,1,0,0,0
551,44,Male,high,Research & Development,5,1,Travel_Frequently,2,40,3,0,,18,4,16,2,2,1,0,0,0
552,38,Female,medium,Research & Development,1,1,Travel_Rarely,6,40,3,1,2.0,11,1,5,5,0,1,0,1,0
553,30,Male,low,Research & Development,1,0,Non-Travel,9,40,1,0,,11,1,12,12,6,1,0,0,0
554,35,Male,medium,Research & Development,0,0,Travel_Frequently,2,40,4,0,,14,3,6,5,1,1,0,0,0
555,28,Male,low,Research & Development,1,1,Travel_Rarely,1,40,3,0,,14,2,1,1,0,1,0,0,0
556,44,Male,high,Human Resources,9,0,Travel_Rarely,1,40,1,0,,14,3,24,20,3,1,0,0,1
557,35,Male,medium,Research & Development,2,0,Travel_Rarely,27,40,3,0,,16,4,17,7,0,1,0,0,0
558,31,Female,high,Sales,2,0,Travel_Frequently,7,40,1,1,3.0,14,3,9,3,2,1,1,0,0
559,33,Male,high,Sales,6,0,Travel_Frequently,5,40,4,1,2.0,13,2,8,5,1,1,0,1,0
560,33,Male,medium,Sales,1,1,Travel_Rarely,1,40,1,0,,22,5,9,9,0,1,0,0,0
561,33,Male,medium,Research & Development,2,1,Travel_Rarely,8,40,3,0,,17,4,14,0,0,1,0,0,0
562,24,Male,low,Sales,0,0,Travel_Frequently,24,40,4,0,,13,2,3,2,2,1,0,0,0
563,32,Female,low,Research & Development,1,1,Travel_Rarely,29,40,2,0,,13,2,6,6,4,1,0,0,0
564,28,Male,medium,Sales,1,0,Travel_Frequently,1,40,4,0,,12,2,7,7,0,1,0,0,0
565,49,Female,medium,Research & Development,1,1,Travel_Rarely,20,40,1,0,,14,3,16,15,5,1,0,0,0
566,43,Male,medium,Sales,3,1,Travel_Frequently,15,40,4,0,,18,4,7,2,2,1,0,0,0
567,26,Male,low,Research & Development,1,1,Travel_Rarely,21,40,3,0,,20,5,1,1,0,1,0,0,1
568,37,Male,medium,Research & Development,1,0,Travel_Rarely,13,40,4,0,,17,4,10,10,3,1,0,0,0
569,30,Female,high,Sales,0,0,Non-Travel,22,40,1,0,,11,1,10,9,7,1,0,0,0
570,31,Male,high,Research & Development,9,0,Travel_Frequently,3,40,3,0,,12,1,9,2,2,1,0,0,0
571,40,Male,low,Research & Development,3,0,Travel_Rarely,7,40,1,0,,14,3,10,4,0,1,0,0,1
572,42,Female,medium,Research & Development,2,0,Travel_Frequently,29,40,3,1,0.0,11,1,19,5,0,1,0,1,0
573,32,Female,medium,Research & Development,1,1,Travel_Rarely,4,40,3,0,,12,2,14,14,6,1,0,0,0
574,49,Male,medium,Research & Development,2,0,Travel_Rarely,5,40,3,1,0.0,14,2,20,3,1,1,0,1,0
575,39,Male,high,Research & Development,4,0,Travel_Rarely,6,40,1,1,2.0,15,3,9,7,1,1,1,0,0
576,29,Female,low,Research & Development,0,1,Travel_Rarely,15,40,4,0,,18,4,6,5,1,1,0,0,0
577,32,Female,medium,Sales,2,1,Travel_Rarely,4,40,2,0,,11,1,6,4,1,1,0,0,0
578,39,Male,low,Research & Development,7,0,Travel_Rarely,6,40,1,0,,21,5,8,2,2,1,0,0,1
579,54,Female,high,Research & Development,3,0,Travel_Rarely,22,40,3,1,0.0,25,5,36,10,4,1,1,0,0
580,24,Female,medium,Sales,1,0,Travel_Rarely,4,40,3,0,,12,2,5,5,0,1,0,0,0
581,42,Male,medium,Research & Development,1,1,Non-Travel,23,40,3,0,,12,2,20,20,3,1,0,0,0
582,44,Male,low,Research & Development,2,1,Travel_Rarely,8,40,4,1,0.0,24,5,10,3,0,1,0,1,0
583,36,Male,medium,Research & Development,2,1,Travel_Rarely,7,40,4,1,0.0,18,4,8,6,0,1,1,0,0
584,44,Male,low,Research & Development,4,1,Non-Travel,23,40,2,0,,12,1,17,3,1,1,0,0,0
585,49,Male,medium,Sales,2,0,Travel_Frequently,2,40,2,0,,14,3,17,9,0,1,0,0,0
586,53,Female,high,Research & Development,4,0,Non-Travel,1,40,3,0,,20,5,27,3,0,1,0,0,0
587,44,Female,medium,Human Resources,4,0,Travel_Rarely,1,40,3,1,1.0,11,1,10,2,0,1,0,1,0
588,30,Female,low,Research & Development,1,1,Travel_Rarely,18,40,3,0,,14,3,5,5,0,1,0,0,0
589,30,Female,medium,Research & Development,5,0,Travel_Rarely,2,40,4,1,,24,5,12,0,0,1,0,1,0
590,40,Male,medium,Research & Development,3,0,Non-Travel,9,40,3,1,1.0,11,1,11,8,0,1,1,0,0
591,39,Male,high,Research & Development,1,0,Travel_Frequently,7,40,4,0,,15,3,21,21,13,1,0,0,0
592,31,Male,low,Research & Development,1,1,Travel_Rarely,1,40,2,0,,17,4,1,1,1,1,0,0,0
593,55,Male,high,Research & Development,3,0,Travel_Frequently,2,40,2,0,,18,4,23,3,1,1,0,0,0
594,44,Female,medium,Research & Development,1,1,Travel_Rarely,15,40,4,0,,11,1,10,10,0,1,0,0,1
595,34,Female,low,Sales,6,0,Travel_Frequently,2,40,3,0,,18,4,6,4,1,1,0,0,0
596,29,Male,low,Research & Development,9,0,Travel_Rarely,23,40,4,1,2.0,16,3,6,3,1,1,0,1,0
597,32,Male,low,Research & Development,0,1,Non-Travel,1,40,4,0,,12,1,4,3,0,1,0,0,0
598,36,Female,medium,Research & Development,0,0,Travel_Rarely,1,40,2,0,,15,3,10,9,0,1,0,0,0
599,51,Female,high,Research & Development,3,0,Travel_Rarely,3,40,2,0,,18,4,21,7,1,1,0,0,0
600,27,Male,high,Research & Development,1,0,Travel_Rarely,5,40,4,0,,16,3,9,9,0,1,0,0,0
601,35,Male,low,Research & Development,6,0,Travel_Rarely,1,40,3,1,0.0,12,1,10,8,1,1,0,1,0
602,43,Male,low,Research & Development,4,0,Non-Travel,9,40,3,0,,13,2,7,3,1,1,0,0,0
603,29,Male,low,Research & Development,1,1,Travel_Rarely,8,40,1,1,1.0,11,1,7,7,0,1,0,1,1
604,54,Female,medium,Research & Development,4,1,Travel_Rarely,7,40,4,0,,15,3,14,7,1,1,0,0,0
605,28,Male,medium,Research & Development,1,1,Travel_Rarely,29,40,2,0,,14,3,8,8,1,1,0,0,0
606,47,Male,high,Sales,7,0,Travel_Frequently,9,40,3,1,2.0,11,1,25,23,14,1,0,1,1
607,45,Female,medium,Sales,1,0,Non-Travel,9,40,3,1,0.0,13,2,15,15,4,1,0,1,0
608,31,Male,high,Research & Development,3,0,Travel_Frequently,20,40,3,0,,12,1,12,1,0,1,0,0,1
609,26,Male,medium,Research & Development,0,1,Travel_Rarely,7,40,1,0,,12,1,8,7,0,1,0,0,0
610,38,Female,high,Research & Development,1,0,Travel_Rarely,1,40,1,0,,13,2,15,15,5,1,0,0,0
611,43,Female,high,Research & Development,7,1,Travel_Rarely,6,40,3,0,,13,2,21,16,6,1,0,0,0
612,37,Male,high,Research & Development,1,1,Travel_Rarely,3,40,3,0,,15,3,10,10,7,1,0,0,0
613,45,Male,low,Human Resources,1,0,Travel_Rarely,24,40,2,0,,16,4,6,6,0,1,0,0,0
614,45,Male,medium,Research & Development,1,0,Travel_Frequently,7,40,1,0,,18,4,24,24,9,1,0,0,0
615,19,Male,low,Sales,1,0,Travel_Rarely,22,40,3,0,,19,5,0,0,0,1,0,0,1
616,36,Male,medium,Sales,1,1,Non-Travel,8,40,1,0,,15,3,10,10,0,1,0,0,0
617,26,Female,low,Human Resources,0,1,Travel_Frequently,17,40,3,0,,11,1,8,7,1,1,0,0,1
618,56,Female,low,Research & Development,2,1,Travel_Frequently,9,40,3,0,,19,5,18,5,0,1,0,0,0
619,40,Female,medium,Research & Development,1,0,Travel_Frequently,26,40,2,1,0.0,11,1,20,20,2,1,0,1,0
620,55,Male,high,Research & Development,2,1,Travel_Rarely,1,40,4,1,2.0,13,2,31,7,0,1,1,0,0
621,27,Male,low,Research & Development,6,0,Non-Travel,9,40,2,0,,18,4,6,2,2,1,0,0,0
622,33,Female,low,Sales,1,1,Travel_Rarely,5,40,3,1,,13,2,1,1,0,1,0,1,1
623,35,Male,medium,Research & Development,1,0,Travel_Frequently,4,40,3,0,,11,1,9,9,1,1,0,0,0
624,52,Male,high,Research & Development,7,0,Travel_Rarely,7,40,2,0,,19,5,18,8,4,1,0,0,0
625,47,Female,medium,Research & Development,5,1,Travel_Rarely,2,40,4,1,2.0,13,2,20,5,0,1,0,1,0
626,40,Male,medium,Research & Development,9,0,Non-Travel,16,40,3,0,,16,3,6,4,0,1,0,0,0
627,24,Male,low,Human Resources,1,1,Travel_Rarely,22,40,3,0,,11,1,1,1,0,1,0,0,1
628,34,Female,low,Research & Development,1,0,Non-Travel,26,40,3,0,,20,5,5,5,0,1,0,0,0
629,20,Female,low,Research & Development,1,0,Travel_Rarely,11,40,1,0,,15,3,1,1,0,1,0,0,1
630,59,Male,high,Research & Development,6,1,Travel_Rarely,18,40,4,0,,12,1,25,9,5,1,0,0,0
631,35,Male,medium,Research & Development,1,1,Travel_Rarely,9,40,3,0,,19,5,10,10,0,1,0,0,0
632,28,Female,low,Research & Development,7,0,Travel_Rarely,1,40,2,0,,13,2,10,7,3,1,0,0,1
633,30,Male,medium,Sales,8,0,Travel_Rarely,29,40,1,0,,19,4,8,4,0,1,0,0,0
634,26,Female,low,Research & Development,1,1,Travel_Rarely,6,40,2,0,,19,4,5,5,4,1,0,0,0
635,45,Male,low,Research & Development,3,0,Travel_Rarely,10,40,4,0,,21,5,8,2,0,1,0,0,0
636,44,Male,low,Research & Development,1,1,Travel_Rarely,10,40,3,0,,11,1,6,6,0,1,0,0,1
637,27,Male,low,Research & Development,1,1,Travel_Rarely,4,40,3,0,,11,1,5,5,0,1,0,0,0
638,33,Male,medium,Research & Development,3,0,Travel_Frequently,6,40,4,0,,23,5,15,13,4,1,0,0,0
639,53,Male,high,Sales,6,0,Travel_Rarely,2,40,3,1,3.0,13,2,22,17,15,1,1,0,0
640,45,Male,medium,Sales,0,0,Travel_Rarely,2,40,2,0,,19,5,9,8,3,1,0,0,0
641,47,Female,high,Sales,6,0,Travel_Rarely,2,40,2,1,1.0,14,3,29,3,1,1,1,0,0
642,33,Male,medium,Research & Development,4,1,Travel_Rarely,5,40,4,0,,15,3,9,3,1,1,0,0,0
643,35,Female,medium,Sales,0,1,Non-Travel,21,40,4,0,,15,5,10,9,8,1,0,0,1
644,37,Male,medium,Research & Development,1,1,Travel_Rarely,10,40,1,0,,15,3,10,10,0,1,0,0,1
645,36,Female,high,Research & Development,2,0,Travel_Rarely,1,40,1,0,,21,5,17,7,7,1,0,0,0
646,35,Male,high,Research & Development,2,0,Travel_Rarely,2,40,2,0,,18,4,15,7,6,1,0,0,0
647,45,Male,high,Research & Development,3,0,Non-Travel,1,40,3,0,,23,5,25,23,14,1,0,0,0
648,35,Male,medium,Sales,9,1,Travel_Rarely,1,40,3,0,,11,1,15,11,6,1,0,0,0
649,36,Male,low,Human Resources,0,1,Travel_Rarely,8,40,1,0,,21,5,6,5,0,1,0,0,0
650,43,Female,medium,Research & Development,4,1,Travel_Frequently,28,40,3,0,,12,1,18,3,1,1,0,0,0
651,58,Female,high,Sales,4,0,Travel_Rarely,21,40,4,0,,13,2,29,1,0,1,0,0,0
652,23,Female,low,Research & Development,1,1,Travel_Rarely,4,40,2,0,,13,2,3,3,1,1,0,0,0
653,36,Male,low,Research & Development,4,0,Travel_Frequently,3,40,2,0,,12,1,13,8,7,1,0,0,0
654,38,Male,medium,Human Resources,3,0,Travel_Frequently,10,40,3,0,,11,1,10,6,1,1,0,0,0
655,35,Male,low,Research & Development,1,0,Travel_Rarely,1,40,1,0,,19,5,3,3,1,1,0,0,0
656,24,Male,low,Research & Development,1,1,Travel_Rarely,17,40,2,0,,21,5,1,1,0,1,0,0,0
657,38,Female,high,Research & Development,0,1,Travel_Rarely,17,40,3,0,,18,4,20,19,1,1,0,0,0
658,29,Female,low,Sales,1,1,Travel_Rarely,9,40,2,0,,13,2,2,2,2,1,0,0,1
659,34,Female,low,Research & Development,2,1,Travel_Rarely,27,40,2,0,,15,3,9,3,1,1,0,0,0
660,45,Female,high,Sales,6,1,Non-Travel,6,40,4,0,,12,2,23,19,12,1,0,0,0
661,29,Female,medium,Research & Development,4,0,Travel_Rarely,27,40,3,0,,12,1,11,8,1,1,0,0,0
662,28,Female,medium,Research & Development,1,0,Travel_Rarely,1,40,1,1,0.0,25,5,3,3,1,1,0,1,0
663,52,Male,medium,Research & Development,2,0,Travel_Rarely,8,40,2,0,,15,3,11,8,7,1,0,0,1
664,56,Male,low,Research & Development,1,1,Travel_Rarely,24,40,4,0,,16,3,5,4,1,1,0,0,1
665,51,Female,high,Sales,2,0,Travel_Rarely,26,40,3,0,,14,3,29,20,4,1,0,0,0
666,38,Male,medium,Research & Development,2,0,Travel_Rarely,9,40,4,0,,19,4,10,5,0,1,0,0,0
667,33,Female,high,Sales,2,0,Travel_Rarely,16,40,1,1,,20,5,11,0,0,1,1,0,1
668,27,Male,medium,Sales,0,0,Travel_Frequently,8,40,4,0,,19,4,5,4,1,1,0,0,0
669,32,Male,medium,Sales,2,1,Travel_Rarely,13,40,4,0,,11,1,8,5,0,1,0,0,0
670,27,Female,medium,Sales,1,0,Travel_Frequently,3,40,4,0,,20,5,6,6,0,1,0,0,0
671,29,Female,low,Sales,6,1,Travel_Rarely,1,40,3,1,2.0,19,4,5,3,0,1,0,1,1
672,56,Male,high,Human Resources,6,0,Travel_Rarely,8,40,2,0,,14,3,36,7,7,1,0,0,0
673,26,Male,medium,Sales,5,1,Travel_Rarely,29,40,3,0,,12,2,8,0,0,1,0,0,0
674,33,Male,low,Research & Development,1,0,Travel_Rarely,1,40,4,0,,13,2,10,10,7,1,0,0,1
675,27,Male,high,Research & Development,1,1,Travel_Frequently,10,40,1,0,,21,5,9,9,1,1,0,0,0
676,31,Female,low,Sales,1,1,Travel_Frequently,1,40,2,0,,11,1,3,3,2,1,0,0,1
677,48,Female,medium,Sales,2,0,Travel_Rarely,2,40,4,0,,14,3,14,9,6,1,0,0,0
678,30,Male,high,Research & Development,0,0,Travel_Rarely,20,40,1,1,0.0,15,3,7,6,0,1,0,1,0
679,24,Male,low,Research & Development,1,0,Travel_Rarely,23,40,4,0,,11,1,6,6,1,1,0,0,0
680,39,Male,medium,Research & Development,7,1,Travel_Rarely,24,40,4,0,,13,2,18,7,1,1,0,0,0
681,53,Female,medium,Research & Development,1,0,Travel_Rarely,13,40,1,0,,11,1,5,4,1,1,0,0,0
682,45,Male,high,Research & Development,2,0,Travel_Rarely,20,40,1,1,1.0,18,4,24,7,0,1,0,1,0
683,24,Male,low,Research & Development,0,1,Travel_Rarely,21,40,1,0,,14,3,2,1,0,1,0,0,0
684,38,Male,low,Sales,0,1,Travel_Rarely,9,40,2,0,,19,5,3,2,1,1,0,0,0
685,31,Female,medium,Research & Development,1,0,Travel_Frequently,1,40,1,0,,12,1,4,4,0,1,0,0,0
686,59,Female,medium,Sales,7,0,Travel_Frequently,1,40,3,0,,11,1,20,4,1,1,0,0,0
687,31,Male,low,Research & Development,0,1,Travel_Frequently,29,40,2,1,4.0,11,1,6,5,1,1,1,0,1
688,22,Female,low,Research & Development,1,0,Non-Travel,26,40,3,0,,14,3,4,4,1,1,0,0,0
689,36,Female,medium,Research & Development,0,1,Non-Travel,1,40,3,0,,15,3,4,3,1,1,0,0,0
690,25,Female,medium,Research & Development,0,0,Travel_Rarely,1,40,3,0,,12,2,5,4,1,1,0,0,0
691,33,Male,low,Research & Development,0,1,Travel_Rarely,2,40,4,0,,14,3,4,3,0,1,0,0,0
692,38,Female,medium,Research & Development,0,0,Travel_Rarely,1,40,4,0,,13,2,10,9,1,1,0,0,0
693,22,Male,low,Research & Development,1,1,Travel_Rarely,8,40,1,1,3.0,15,3,4,4,1,1,1,0,0
694,43,Male,medium,Human Resources,0,1,Travel_Rarely,2,40,4,0,,13,2,10,9,1,1,0,0,0
695,29,Male,low,Research & Development,1,0,Travel_Frequently,1,40,4,0,,18,4,10,10,2,1,0,0,0
696,59,Female,low,Research & Development,4,0,Travel_Rarely,3,40,1,0,,20,5,12,1,0,1,0,0,0
697,43,Male,medium,Research & Development,3,0,Travel_Frequently,9,40,3,0,,13,2,10,8,4,1,0,0,0
698,40,Male,high,Sales,3,1,Non-Travel,28,40,1,0,,15,3,20,1,0,1,0,0,0
699,38,Male,high,Research & Development,0,0,Travel_Frequently,23,40,3,1,2.0,21,5,10,9,1,1,0,1,0
700,51,Male,high,Sales,2,0,Travel_Frequently,2,40,2,0,,11,1,14,4,3,1,0,0,0
701,53,Female,medium,Sales,7,0,Travel_Rarely,1,40,1,0,,20,5,18,14,8,1,0,0,0
702,27,Female,low,Research & Development,1,0,Travel_Rarely,2,40,1,1,,13,2,1,1,0,1,0,1,0
703,28,Female,low,Sales,1,1,Travel_Rarely,3,40,2,0,,19,5,1,1,0,1,0,0,0
704,38,Male,low,Human Resources,0,0,Travel_Frequently,1,40,2,0,,11,1,7,6,1,1,0,0,0
705,57,Male,medium,Research & Development,2,1,Travel_Rarely,1,40,3,0,,11,1,15,3,1,1,0,0,0
706,29,Male,medium,Research & Development,9,0,Travel_Rarely,1,40,4,0,,14,2,4,2,2,1,0,0,1
707,38,Female,high,Sales,4,1,Travel_Rarely,1,40,4,0,,22,5,12,8,0,1,0,0,0
708,31,Male,medium,Research & Development,1,0,Travel_Frequently,1,40,1,1,2.0,21,5,10,10,8,1,0,1,0
709,33,Male,low,Research & Development,4,1,Travel_Rarely,2,40,4,0,,11,1,7,1,0,1,0,0,0
710,55,Male,medium,Research & Development,0,0,Travel_Rarely,4,40,3,1,1.0,16,4,4,3,1,1,0,1,0
711,22,Male,low,Research & Development,1,0,Non-Travel,16,40,4,0,,13,2,1,1,0,1,0,0,0
712,23,Male,low,Research & Development,1,1,Travel_Rarely,6,40,1,0,,21,5,1,0,0,1,0,0,1
713,25,Male,medium,Research & Development,1,0,Travel_Frequently,2,40,3,0,,17,4,7,7,0,1,0,0,0
714,42,Male,high,Research & Development,2,1,Travel_Frequently,2,40,4,0,,14,3,24,20,13,1,0,0,0
715,46,Female,medium,Research & Development,8,0,Travel_Rarely,8,40,1,1,1.0,23,5,19,16,1,1,0,1,0
716,35,Female,medium,Research & Development,1,1,Non-Travel,8,40,3,0,,12,2,15,14,2,1,0,0,0
717,58,Female,high,Research & Development,3,1,Travel_Rarely,1,40,1,0,,21,5,32,9,1,1,0,0,0
718,35,Female,medium,Sales,1,0,Travel_Rarely,7,40,4,0,,11,1,10,10,0,1,0,0,0
719,35,Male,low,Research & Development,1,0,Travel_Rarely,7,40,4,0,,18,4,1,1,0,1,0,0,0
720,47,Male,low,Research & Development,7,0,Travel_Rarely,1,40,4,1,1.0,12,1,17,6,1,1,0,1,0
721,28,Male,medium,Research & Development,1,0,Travel_Frequently,2,40,4,0,,12,1,2,2,2,1,0,0,0
722,28,Male,low,Research & Development,1,0,Travel_Rarely,1,40,4,0,,11,1,5,5,0,1,0,0,0
723,34,Female,low,Sales,0,0,Travel_Frequently,6,40,3,0,,16,4,3,2,1,1,0,0,1
724,42,Male,medium,Research & Development,5,1,Travel_Rarely,13,40,1,0,,18,4,10,0,0,1,0,0,0
725,53,Female,high,Sales,7,0,Travel_Rarely,7,40,4,0,,18,4,35,5,0,1,0,0,0
726,23,Male,low,Research & Development,0,0,Travel_Rarely,20,40,3,0,,14,3,5,4,1,1,0,0,0
727,51,Male,low,Research & Development,9,1,Travel_Rarely,4,40,3,0,,12,1,18,10,2,1,0,0,1
728,25,Male,medium,Sales,0,1,Travel_Rarely,8,40,2,0,,22,5,4,3,1,1,0,0,0
729,52,Female,high,Research & Development,2,1,Travel_Rarely,4,40,4,1,2.0,13,2,31,5,1,1,1,0,0
730,37,Female,medium,Sales,2,0,Travel_Rarely,10,40,4,0,,14,2,8,1,0,1,0,0,0
731,47,Female,low,Sales,1,0,Travel_Rarely,2,40,4,1,2.0,18,4,3,3,1,1,1,0,0
732,40,Male,medium,Research & Development,6,1,Travel_Frequently,16,40,3,0,,14,3,10,1,0,1,0,0,0
733,31,Male,low,Sales,0,0,Travel_Rarely,2,40,3,0,,19,5,3,2,1,1,0,0,0
734,32,Male,high,Sales,1,0,Travel_Rarely,4,40,4,0,,11,1,14,14,9,1,0,0,1
735,41,Female,high,Sales,7,0,Travel_Rarely,2,40,1,1,3.0,16,3,22,18,11,1,1,0,0
736,30,Female,low,Research & Development,5,0,Travel_Rarely,5,40,1,0,,14,3,8,3,2,1,0,0,0
737,34,Female,low,Research & Development,0,1,Travel_Rarely,20,40,3,1,,17,4,2,1,0,1,0,1,0
738,33,Male,medium,Sales,0,0,Travel_Rarely,10,40,3,0,,14,2,10,9,0,1,0,0,0
739,39,Male,high,Research & Development,7,0,Travel_Frequently,2,40,4,0,,11,1,21,18,11,1,0,0,1
740,32,Male,high,Sales,3,0,Travel_Rarely,19,40,3,0,,13,2,10,4,0,1,0,0,0
741,32,Male,medium,Research & Development,1,1,Travel_Rarely,1,40,4,0,,22,5,9,9,7,1,0,0,0
742,48,Male,high,Research & Development,4,0,Travel_Rarely,10,40,2,0,,12,2,29,22,12,1,0,0,0
743,36,Male,medium,Research & Development,6,1,Travel_Rarely,26,40,3,0,,14,3,10,3,0,1,0,0,0
744,36,Male,low,Research & Development,0,0,Travel_Rarely,9,40,3,0,,17,4,2,1,0,1,0,0,1
745,41,Male,medium,Research & Development,2,1,Travel_Rarely,6,40,1,1,0.0,13,2,20,18,2,1,0,1,0
746,34,Female,medium,Research & Development,6,0,Travel_Rarely,6,40,2,0,,15,3,12,1,0,1,0,0,0
747,35,Male,high,Sales,1,1,Travel_Frequently,18,40,1,0,,22,5,9,9,1,1,0,0,0
748,32,Female,high,Sales,1,1,Travel_Frequently,8,40,4,0,,14,2,9,9,3,1,0,0,0
